epoch,loss,accuracy
0,3.7590160965919495,0.1612805873155594
1,3.386759877204895,0.2293701171875
2,3.1764272650082908,0.2542031705379486
3,3.020968476931254,0.2738347053527832
4,2.9038618206977844,0.2990368902683258
5,2.788660407066345,0.33803147077560425
6,2.7025417486826577,0.38061681389808655
7,2.6061219573020935,0.40951037406921387
8,2.534515062967936,0.43508172035217285
9,2.4613264401753745,0.4539414048194885
10,2.393083651860555,0.4697808623313904
11,2.3320754567782083,0.47907647490501404
12,2.2779874205589294,0.487835168838501
13,2.2192943890889487,0.49367427825927734
14,2.1856125394503274,0.5063257217407227
15,2.149328649044037,0.5124668478965759
16,2.101192663113276,0.5183395147323608
17,2.0773322780927024,0.5243464708328247
18,2.0486508210500083,0.5277358293533325
19,2.030363251765569,0.5336756110191345
20,1.9935487111409504,0.5365616083145142
21,1.980122983455658,0.5388771295547485
22,1.9541799823443096,0.5419644713401794
23,1.9413445989290874,0.5438437461853027
24,1.9166483581066132,0.5474008917808533
25,1.8993202845255535,0.5484412312507629
26,1.888894150654475,0.5500519871711731
27,1.8746273914972942,0.5534414052963257
28,1.8597895403703053,0.5539112091064453
29,1.8508361677328746,0.555689811706543
30,1.8292557001113892,0.5559582710266113
31,1.8314471145470936,0.5569985508918762
32,1.811592956384023,0.5592469573020935
33,1.8107347687085469,0.5602201223373413
34,1.7983466883500416,0.5604214668273926
35,1.7942137221495311,0.5595489740371704
36,1.7743890583515167,0.5618644952774048
37,1.779702792565028,0.5638108849525452
38,1.765234996875127,0.5646833777427673
39,1.7580354611078899,0.56243497133255
40,1.7474837104479473,0.5656565427780151
41,1.7472631633281708,0.5646833777427673
42,1.7514999310175579,0.5656901001930237
43,1.7337309916814168,0.5656229853630066
44,1.723846713701884,0.5648176074028015
45,1.7290297746658325,0.5671666860580444
46,1.7287002106507618,0.565153181552887
47,1.7231771349906921,0.5684754252433777
48,1.7087383568286896,0.5694486498832703
49,1.7052836020787556,0.5697171092033386
50,1.7107169926166534,0.5701869130134583
51,1.695752779642741,0.5705560445785522
52,1.6960988442103069,0.5709922909736633
53,1.6833440363407135,0.5726031064987183
54,1.6933230261007945,0.571160078048706
55,1.6804915169874828,0.5713614821434021
56,1.6758872071901958,0.5720997452735901
57,1.6723833878835042,0.5727037787437439
58,1.669226974248886,0.5722004175186157
59,1.6665346523125966,0.5745159387588501
60,1.6628967225551605,0.5741132497787476
61,1.6545225878556569,0.5752206444740295
62,1.6548275152842205,0.5736433863639832
63,1.651950627565384,0.5772005915641785
64,1.645080675681432,0.5744823813438416
65,1.6465365489323933,0.575556218624115
66,1.6394358376661937,0.5746501684188843
67,1.6446624596913655,0.5772677063941956
68,1.6424323817094166,0.578341543674469
69,1.6419740120569866,0.5752542018890381
70,1.63488773504893,0.577234148979187
71,1.6363877753416698,0.5787777900695801
72,1.6354577044645946,0.5793483257293701
73,1.6234466632207234,0.578710675239563
74,1.6302779912948608,0.5804221630096436
75,1.6257470945517223,0.5780059695243835
76,1.6194280087947845,0.5798852443695068
77,1.6254060467084248,0.5815966725349426
78,1.6217628022034962,0.5807912945747375
79,1.6200376947720845,0.5795161128044128
80,1.6122598747412364,0.5812275409698486
81,1.6159663597742717,0.5803214907646179
82,1.6120066245396931,0.5810261964797974
83,1.6031982600688934,0.5809255242347717
84,1.6087005138397217,0.5822678804397583
85,1.6087486346562703,0.5823685526847839
86,1.598412036895752,0.5809590816497803
87,1.6062012712160747,0.5829054713249207
88,1.5986073911190033,0.5830397009849548
89,1.6004899342854817,0.5815295577049255
90,1.6015274822711945,0.5822343230247498
91,1.591232031583786,0.5834423899650574
92,1.5940362016359966,0.5823014378547668
93,1.5948831935723622,0.5835095047950745
94,1.587814023097356,0.5830397009849548
95,1.5976455609003704,0.5831068158149719
96,1.5928855041662853,0.5834759473800659
97,1.586169958114624,0.5827041268348694
98,1.5859357913335164,0.5831403732299805
99,1.5859707494576771,0.5830732583999634
100,1.5897887746493022,0.5842477679252625
