epoch,loss,accuracy
0,5.155709190368652,0.4291636049747467
1,3.016515417098999,0.5167967677116394
2,2.346431932449341,0.5685731172561646
3,1.9811516332626342,0.6327086091041565
4,1.7627360248565673,0.6853241324424744
5,1.5428771829605104,0.7231900095939636
6,1.394528226852417,0.7469419836997986
7,1.2277709674835204,0.7627851366996765
8,1.1409755206108094,0.778272271156311
9,1.1287060403823852,0.7879104018211365
10,1.0076413083076476,0.7958446741104126
11,0.9644168448448182,0.8032957911491394
12,0.9324882960319519,0.8126795887947083
13,0.8786211943626404,0.8177911043167114
14,0.8570189237594604,0.8242758512496948
15,0.810957812666893,0.8268951773643494
16,0.8101815176010132,0.8305063247680664
17,0.7864871740341186,0.833278238773346
18,0.7712147116661072,0.836584210395813
19,0.7568900632858276,0.8396612405776978
20,0.7242411088943481,0.8413905501365662
21,0.7455586814880371,0.8448236584663391
22,0.7002583181858063,0.8474429845809937
23,0.6847083669900894,0.848383903503418
24,0.6924250841140747,0.8485618829727173
25,0.6878216171264648,0.8524019122123718
26,0.6759304094314575,0.8508760929107666
27,0.6743904733657837,0.8518170118331909
28,0.6557626914978028,0.8527324795722961
29,0.6691265821456909,0.8533936738967896
30,0.6565275120735169,0.8561401963233948
31,0.6783004641532898,0.8574371337890625
32,0.6212026405334473,0.8582763075828552
33,0.6112104070186615,0.8577423095703125
34,0.6309134817123413,0.8602344393730164
35,0.6093734693527222,0.8613533973693848
36,0.6682619976997376,0.8616077303886414
37,0.5957379812002181,0.8625486493110657
38,0.592763545513153,0.8621163368225098
39,0.5954400277137757,0.8647865056991577
40,0.5748144072294236,0.865269660949707
41,0.5948875284194947,0.8647865056991577
42,0.5826161289215088,0.8656257390975952
43,0.5684449982643127,0.866490364074707
44,0.5895524287223816,0.8655494451522827
45,0.5566416510939598,0.8666683435440063
46,0.5636683988571167,0.8678127527236938
47,0.5506750300526619,0.8677873015403748
48,0.5435412213206291,0.8681178689002991
49,0.5597220730781555,0.869770884513855
50,0.5389847275614739,0.869160532951355
51,0.5426648318767547,0.8701777458190918
52,0.5461709809303283,0.8709915280342102
53,0.5608800292015076,0.8701523542404175
54,0.5698027515411377,0.8722376227378845
55,0.5419431602954865,0.8708643913269043
56,0.5522298955917359,0.8713475465774536
57,0.5291612631082535,0.8717798590660095
58,0.5455377507209778,0.8715255856513977
59,0.5306689727306366,0.8731530904769897
60,0.5166067880392075,0.8740431666374207
61,0.5504921817779541,0.8730259537696838
62,0.5308422756195068,0.8742465972900391
63,0.5113307446241379,0.8761030435562134
64,0.5082664090394974,0.8756452798843384
65,0.517249950170517,0.8750858306884766
66,0.5594886755943298,0.87544184923172
67,0.5411979722976684,0.87605220079422
68,0.5016024795174598,0.8753910064697266
69,0.5067078387737274,0.8767896890640259
70,0.5149133920669555,0.8775017261505127
71,0.4971262237429619,0.8772728443145752
72,0.4940757727622986,0.8778831958770752
73,0.5215301954746246,0.879052996635437
74,0.5147165131568908,0.8787223696708679
75,0.5321408355236054,0.8771457076072693
76,0.49146599888801573,0.878137469291687
77,0.48789319455623625,0.8792818188667297
78,0.4812619486451149,0.8804516196250916
79,0.4860540547966957,0.8800193071365356
80,0.4967875874042511,0.8789512515068054
81,0.5088967573642731,0.8797141909599304
82,0.4988237190246582,0.878747820854187
83,0.5064694595336914,0.8818503022193909
84,0.5043321561813354,0.8804007768630981
85,0.5015645372867584,0.8801718950271606
86,0.47551111966371534,0.8820791840553284
87,0.5036165821552276,0.881112813949585
88,0.47411677330732344,0.8819774389266968
89,0.4863900864124298,0.88126540184021
90,0.47745936036109926,0.8811637163162231
91,0.532114999294281,0.8813671469688416
92,0.5636018145084382,0.8797141909599304
93,0.47481307059526445,0.8798921704292297
94,0.47814664006233215,0.8821046352386475
95,0.4801251792907715,0.8828929662704468
96,0.5346323919296264,0.8826895356178284
97,0.5049029183387757,0.8827658295631409
98,0.48397995591163634,0.8830710053443909
99,0.48525281429290773,0.8835033178329468
100,0.4663171947002411,0.8838338851928711
